id	sentiment	review
727	1	To provide you with results that better meet your requirements and identify abnormal account activity, we will collect information about your use of services and how you use the services, and associate the information that shall include the following.
728	1	Resolve disputes
729	0	CXZH.LTD US Inc. (“we”, “us”, “our”) is committed to maintaining customer privacy through an ethical performance culture that is based on trust, simplicity and confidence. It is one of CXZH.LTD’s core principles to secure customer information while using our mobile applications (“products”), and provide privacy protection that is critical in maintaining trust and providing better services. CXZH.LTD’s individual privacy protection policy ensures the confidentiality of customer information under the defined terms and conditions below.
730	1	Location Information. When you use our services we may collect information about your location. With your consent, we may also collect information about your precise location using methods that include GPS, wireless networks, cell towers, Wi-Fi access points, and other sensors, such as gyroscopes, accelerometers, and compasses.
731	0	We do not sell, trade, or rent Users personal identification information to others. We may share generic aggregated demographic information not linked to any personal identification information regarding visitors and users with our business partners, trusted affiliates and advertisers for the purposes outlined above. We may use third party service providers to help us operate our business and the Site/App or administer activities on our behalf, such as sending out newsletters or surveys. We may share your information with these third parties for those limited purposes provided that you have given us your permission.
732	1	Provide support and assistance for the Services
733	0	If you don’t have a Microsoft account, you can go online to the Microsoft account service to create one.
734	0	custom agents for customs clearances purposes
735	1	The Jasmin Chat uses this information to enhance the quality of the video services that the Jasmin Chat provide and to improve the effectiveness to better tailor our services to the User’s interests and needs under the privacy protection rules as follows.
736	1	Google, as a third-party vendor, uses cookies to serve ads on our Service. Google's use of the DoubleClick cookie enables it and its partners to serve ads to our users based on their visit to our Service or other websites on the Internet
737	0	If you have a question or complaint about our Privacy Policy or any of our privacy practices, please feel free to contact us by sending an email to netmarbles@igsinc.co.kr.
738	1	to improve the Services and optimize ad distribution
739	1	"We collect and use your personal information for the following purposes:verifying your identity and conducting security, KYC (know-your-customer) and anti-money laundering diligence and background checks in order to set up user accounts;verifying your eligibility to register as a Platform user in accordance with our Terms of Use here;setting up / administering user accounts, including providing log-in IDs and developing a Platform profile; providing users with customer service support; responding to queries, feedback, and managing claims and/or disputes;facilitating communication between Buyers and Sellers via the Platform, processing transactions and settlement between Buyers and Sellers made over the Platform, assessing fund withdrawal requests from Sellers;providing logistics and warehousing services (including, without limitation, customs clearance declarations via the Platform);facilitating customs clearance declarations / applications via the Platform;assessing and monitoring account security and transaction risks of users of Alibaba.com, detecting and preventing fraud, money laundering and other security incidents;personalizing our marketing and communications with you based on your browsing records, and your order history; performing research or statistical analysis in order to improve the content and layout of the Platform, and to improve the product offerings and services on Alibaba.com, including, for example, using anonymized data for machine learning purposes; identifying, developing and marketing and advertising products and services that we believe you will value, including across browsers and devices, in accordance with applicable laws. Cookies or other similar technologies may be used to provide you with advertising based upon your browsing activities and interests (see section E. ""COOKIES"" below).  Where we are required by applicable law, we will seek your consent prior to sending you communications for marketing purposes; "
740	1	We process personal information for the purposes set out in this Privacy Policy, as described above. Our legal basis for processing personal information will depend on the personal information concerned and the specific context in which we collect it. However, we will normally collect and process personal information about you only where it is:necessary for providing the services pursuant to the agreement between you and Alibaba.com Singapore E-Commerce Private Limited and/or its affiliates (for example, to provide you with the services you request and to identify and authenticate you so you may use the Platform); necessary to comply with legal requirements (for example, to comply with applicable accounting rules and to make mandatory disclosures to law enforcement);necessary for our legitimate interests and not overridden by your rights; and/orwhere it is based on your consent.
741	0	We use “cookies” to collect information. You can instruct your browser to refuse all cookies or to indicate when a cookie is being sent. However, if you do not accept cookies, you may not be able to use some options of our Service.
742	1	Communicate with you about the Services
743	0	We may disclose your personal information if it needed for objective reasons, due to public interest or in other unforeseen circumstances:as required by law;
744	0	Topface’s use of cookies and local storage devices basically falls into the following categories:those that are strictly necessary to deliver the services and products you have requested, such as, for example purchasing Topface Premium;cookies related to the performance of Topface’s site, such as analytics that help us determine how our site is performing and ensuring a smooth and trouble free experience for our members and visitors;cookies related to the functionality of Topface’s site, such as remembering your preferences at log in or your preferred language or allowing you to chat, add photos and instant message Topface members;third party cookies which link to other social networks and which you request via social plugins;cookies used to improve and target advertising to you based on what’s relevant to you, to improve reporting on any advertising campaign and to avoid showing you ads you have already seen.
745	1	We will not process your information for the purposes of marketing or pass your information on to third parties for the purposes of such marketing unless you give your consent or you have given it already. After you have given your consent, you may withdraw it at any time.
746	1	The User acknowledges and agrees that the User may, directly or indirectly, provide any of its personal information through its use of the web Services and as provided under this agreement. For the purposes of this article, the User hereby agrees and consents to the use of the User’s personal information by the Jasmin Chat, and such shall be considered as the consent as stipulated under the prevailing applicable laws.
747	0	Maintain the security of our products and services
748	0	Use of Advertising Identifiers and Cookies
749	0	vfo-privacy-policy is maintained by kuljaninemir
750	1	When you Use the APP, for analytical, business and operational purposes , we automatically collect and store the following types of information: Usage Information. Certain usage related information regarding your use and interaction with your device, such as when and how you use the APP and Services, how you use your internet browser and internet search related applications, the content you visit, access and utilize; for example, offerings and advertisements that you view, use and access, how you use them and your response to them, how frequency you use them, your search queries and the time and date of your searches. We use the HTTP Protocol synchronously upload your usage data to our database when you interact with the APP or Services. Our purposes of collecting usage information are: (i) to improve and customize the APP and Services; (ii) to provide you personalized content, including through the delivery of targeted interest-based advertisements from us or our partners; (iii) to maintain and improve the quality and operation of the APP and Services; (iv) to take any action in case of a dispute involving you in connection with the APP and Services; and/or (v) to enforce the terms and conditions applicable to the APP and Services and to prevent unlawful activities and misuse thereof.
751	0	Transfers of Personal Data: The Services are hosted and operated in Germany through Company and its service providers, and if you do not reside in Germany, laws in Germany may differ from the laws where you reside. By using the Services, you acknowledge that any Personal Data about you, regardless of whether provided by you or obtained from a third party, is being provided to Company in Germany and will be hosted on German servers, and you authorize Company to transfer, store and process your information to and in Germany, and possibly other countries.  You hereby consent to the transfer of your data to Germany pursuant to a data processing agreement incorporating standard data protection clauses promulgated by the EC, a copy of which can be obtained at https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A32010D0087.
752	0	We will store your information in the European Economic Area. We will do our best to keep this information secure. No information security system is perfect so please remember to be careful.
753	1	・Device Information (Operating System, Serial Number, Advertising ID, etc.)
754	0	imo takes your privacy seriously, and we are committed to maintaining the privacy of the personal information that you provide to us. This policy explains our information practices and how we process your information to provide our services. By using imo you acknowledge that the terms and conditions in this Privacy Policy will apply to you, as well as to any information that you provide us. Please take the time to read through this Privacy Policy to get acquainted with our practices.
755	1	Social IDs of Users’s friends in this authentication system;
756	0	Social media services (if you interact with them through your use of the Services)
757	0	We do not rent or sell your Personal Information in personally identifiable form to anyone. We may share your Personal Information with third parties as described in this section:Information that’s been de-identified.  We may de-identify your Personal Information so that you are not identified as an individual, and provide that information to our partners. We may also provide aggregate usage information to our partners (or allow partners to collect that information from you), who may use such information to understand how often and in what ways people use our Services, so that they, too, can provide you with an optimal online experience. However, we never disclose aggregate usage or de-identified information to a partner (or allow a partner to collect such information) in a manner that would identify you as an individual person.
758	0	Except as described here, personal information you provide isn’t transferred to third parties without your consent. We occasionally hire other companies to provide limited services on our behalf. We only provide these companies with the personal information they need to deliver the service, and they are prohibited from using that information for any other purpose.
759	0	In addition, most advertising networks offer you a way to opt out of targeted advertising.  If you would like to find out more information, please visit http://www.aboutads.info/choices/ or http://www.youronlinechoices.com. Alternatively you can follow the applicable links of the respective third party personalization cookie provided in the table above for details of how to opt out of use of particular advertising or personalization cookies.
760	0	We will keep your information for as long as you are a player or customer of DoubleUGames. We may keep your information for longer for research or statistical purposes. If we do, we will make sure your information is anonymized and non-traceable to you as a person. We will also keep it for longer if we cannot delete it for legal or regulatory reasons.
761	1	In order to use some of the features of the Software, you may voluntarily grant us the permission to access to the camera or photo album to obtain photos in your mobile device. We may send such photos to the third party service provider to process the photos and analyze the data. The conclusion or feedback will be provided to us after such analyzing.
762	1	Relevant personal information that you provide to us when registering for an account or using our services, such as your mobile phone number, email address, WeChat account, bank card number or Alipay account;
763	0	We may rely only on non-manual automatic decision-making mechanisms including information systems and algorithms to make decisions for certain operation functions. If such decisions significantly impact your legitimate rights and interests, you have the right to request an explanation from us, and we will also provide a method of appeal without prejudice to the trade secrets of Tantan, or the rights and interests of other users and the interests of the general public.
764	0	This privacy policy is applicable to how LIKE handles personally identifiable information that is left when you are using our services (hereinafter, “Services”), as well as other personally identifiable information shared with our business partners.
765	0	With all users and the general public. We may share the following information with all users as well as the general public:Public information like your profile pictures that you submit to Local. If a Local service is streamed on the web or broadcast in some other media, it may be viewed by the public at large.
766	0	Note that certain information you post and communicate through a Service or a third party site or service is public information for which you have no expectation of privacy. You may choose to disclose information about yourself in the course of contributing user generated content to our sites or Services or in its chat rooms, blogs, message boards, user “profiles” for public view or in similar forums on its sites through mobile services and/or through third party sites or services.Information that you disclose in any of these forums is public information, and there is no expectation of privacy or confidentiality.
767	0	Performance/Analytical Cookies: Performance/Analytical Cookies allow us to understand how users use our Services such as by collecting information on how often users use a particular feature of the Services. These aggregated statistics are used internally to improve the Services in a way that makes the Services interesting to as many users as possible. Performance/Analytical Cookies also help us measure the performance of our advertising campaigns in order to help us improve our campaigns and the Services’ content for those who engage with our advertising.
768	0	In the case of a merger, acquisition or bankruptcy liquidation, or in other circumstances involving a merger, acquisition or bankruptcy liquidation, if the transfer of personal information is involved, we will require the new company and organization holding your personal information to continue to be bound by this Policy, otherwise, we will require such company, organization and individual to seek your authorization and consent again.
769	1	Device Phonebook. Because HOLLA is all about communicating with friends, we may—with your consent—collect information from your device’s phonebook.
770	1	If you use our Services on Facebook, we may receive any of your information you provide or permit to be provided to us via Facebook. Such data may include your user ID and your use of our game, including with whom you share our game on Facebook and your email address in case you wish to contact us for support. The information we receive depends on the Services you are using, Facebook terms of service and privacy policy, your privacy settings, and, if applicable, your friends’ privacy settings.
771	0	Staff augmentation and contract personnel
772	1	Consent. From time to time, we may ask for your consent to use your information for certain specific reasons. You may withdraw your consent at any time by contacting us at the address provided at the end of the Policy.
773	0	Social Features: When you use the social features of our Services, we share information about you, including your name, user ID, social media profile, picture, game scores and progress, and any other information that you submit or post using such social features.  For example, other players may see your name, picture, profile information, and your scores and game progress.  In addition, information or message that you submit or post through message boards, forums and/or chat areas will be published on our Websites, Applications, and/or third-party social media network that you sign on.
774	1	Eyewind may use collected personal data for purposes of analyzing usage of the Services, providing customer and technical support, managing and providing Services (including managing advertisement serving) and to further develop the Services and other Eyewind services and products. Eyewind may combine non-personal data with personal data. But unless the Law forces us, we will not share any personal data with any unaffiliated third party for any purpose…ever..
775	0	You have the right to have your information rectified if that information is inaccurate or incomplete.
776	1	Overmobile processes information that the User provides about him/her on registration or authorization, as well as during further use of the Application, including filling in User’s profile, approaching Overmobile for technical support or using the feedback form, taking part in promotions, etc.
777	0	The Service offered by us are not intended for children under 13 or other statutory minimum age according to the applicable laws and regulations in your country (the “Minimum Age”). Anyone under the Minimum Age should not use the Service. With this in mind, we do not willingly collect personal data from children under the Minimum Age. All the same, if the collection of such data is brought to the attention of us, we will take all useful measures possible to delete the corresponding data. If you believe that we might have any information from or about a child under the Minimum Age, please contact us through the email displayed below.
778	1	In each case where we process your information, we do so lawfully in accordance with one of the legal bases set out under EEA data protection law.
779	0	This privacy policy constitutes an inseparable part of LIKE User Agreement and must be read together with LIKE User Agreement.
780	0	Be advised that if you send messages or post material containing Personal Information, that information may be collected and used by others.
781	0	You can withdraw your consent to cookies on our website at any time. Please note that such withdrawal may mean that you will no longer have access to all the functions offered by our website as explained in the COOKIES section of this Privacy Policy.
782	0	Information such as billing information, IP addresses, mobile numbers and e-mail addresses is retained to combat fraud and spam as long as it is relevant. Usually this period is determined by the period of validity of the method of payment.
783	1	Information we get when you use our services
784	0	We may transfer your information if we are involved, whether in whole or in part, in a merger, sale, acquisition, divestiture, restructuring, reorganization, dissolution, bankruptcy or other change of ownership or control.
785	1	to provide personalized services to users
786	1	We receive and store any information you knowingly provide to us. For example, through the registration process and/or through your account settings, we may collect Personal Data such as your email address and third-party account credentials (for example, your log-in credentials for Facebook or other third party sites).
787	1	We collect and process the following information which may include your personal data.
788	0	When required by law, we will retain your information for as long as we are legally obligated to do so. If you request us to delete your data, we will delete your data as described above in “Your Rights” Section.
789	0	Your Personal Data collected through our Get in Touch forms will be deleted after 2 years from the date of receipt. Once we have deleted your Personal Data, you will not be able to exercise the right to access, the right to erasure, the right to rectification or the right to data portability.
790	0	If you are aware of changes or inaccuracies in your information, you should inform us of such changes so that our records may be updated or corrected. You may lodge a complaint with a supervisory authority if you consider that our processing of your Personal Data infringes applicable law.
791	0	Where the use of your information is based on consent, you can withdraw this consent at any time without affecting the lawfulness of processing based on consent before its withdrawal. Requests should be submitted by contacting us through [dpo@ushareit.com].
792	1	We use third party providers Fabric (for crash analytics), AppsFlyer and Tenjin (user attribution and analytics), Game Analytics, AppOnboard and SOOMLA (for analytics). Fabric, AppsFlyer, Tenjin, AppOnboard, Game Analytics and SOOMLA may collect analytics on our behalf and in accordance with our instructions, and their applicable privacy notices.
793	0	In accordance with laws and legislations, the sharing and transfer of personal information that has been de-identified with the condition that the data recipient cannot restore and re-identify the subject of the personal information shall not constitute sharing, transfer and public disclosure of personal information, and we are not required to notify you or seek your consent when storing and processing such data.
794	1	We may collect personal identification information from Users in a variety of ways, including, but not limited to, when Users visit our site, register on the site, and in connection with other activities, services, features or resources we make available on our Site/App. Users may be asked for, as appropriate, name, email address, credit card information. Users may, however, visit our Site/App anonymously. We will collect personal identification information from Users only if they voluntarily submit such information to us. Users can always refuse to supply personally identification information, except that it may prevent them from engaging in certain Site/App related activities.
795	1	Payment: When you purchase our products or services through third party platforms (such as Apple App Store, Google Play Store, Amazon Kindle, or Nintendo eShop), you will be required to provide certain payment and billing information directly to such third party platforms, and we do not collect or store any payment information from you.
796	0	These Services do not address anyone under the age of 13. We do not knowingly collect personally identifiable information from children under 13. In the case we discover that a child under 13 has provided us with personal information, we immediately delete this from our servers. If you are a parent or guardian and you are aware that your child has provided us with personal information, please contact us so that we will be able to do necessary actions.
797	0	GeoZilla is hosted in the United Stated and is intended for and directed to users in the whole world. If you are a user accessing GeoZilla from any other region with laws or regulations governing personal data collection, use, and disclosure, that differ from the United States laws, please be advised that through your continued use of GeoZilla, which is governed by the United States law, GeoZilla Privacy Policy, and Terms of Service, you are transferring your personal information to the United States and you consent to that transfer.
798	0	Aside from cookies, we may also use web beacons, pixel tags and other similar technologies on the website. For example, an email that we send you may contain a link to content on our website, and if you click this link, we will track this click to help us understand your preferences for products or services so that we can proactively improve the customer service experience. A web beacon is usually a transparent image embedded in a website or in an email. A pixel tag in an email allows us to know whether the email has been opened. If you do not wish to have your activity tracked in such ways, you may unsubscribe from our mailing list at any time.
799	0	What are your rights? Depending on where you live, you may have additional privacy rights. For example, in the EU (particularly under the new GDPR) you have the right to access and obtain a copy of your personal data we possess; you may have the legal right to contact us to request that we delete your personal data from our system; and you have the legal right to ask us to rectify/correct your personal data. We will use commercially reasonable efforts to honour your request, but we may decline requests that are unreasonably repetitive, are disproportionate, infringe the privacy of others or as otherwise permitted by law. Please note though that by withdrawing your consent or otherwise objecting to certain processing of your information, certain Nordeus Services may no longer function properly or be completely unavailable to you.
800	0	To promote public interests without damaging your vital interests;
801	1	Advertising identifiers for mobile devices: Android Advertising ID or Advertising Identifier for iOS.
802	1	We may analyze, evaluate, and/or aggregate this information to help us understand your interests and the interests of our other users, to analyze trends, to optimize your user experience and improve the Service.
803	0	This Policy applies only to information we collect in our App and in e-mail, text and other electronic communications sent through or in connection with our App. This Policy does not apply to information that we collect offline, information collected in other apps or websites (including third party websites you may access through the App), or information collected by any third party. These third parties may have their own privacy policies, which we encourage you to read before providing information on or through them.
804	1	to perform data transfer
805	1	send you confirmations, updates, security alerts, and support and administrative messages and otherwise facilitate your use of, and our administration and operation of, our services;
806	0	We retain your personal information as long as we have an ongoing legitimate business need to do so for example to provide services or products to you, or as required or permitted by applicable laws, such as tax and accounting laws.
807	1	We will collect details of user activities, transactions and interactions on the Platform including information relating to the types and specifications of the products and services purchased, pricing and delivery information, dispute and complaint records, communications between users and any information disclosed in any discussion forum.
808	0	Narvii acknowledges that EU individuals have the right to access the personal information that we maintain about them, pursuant to the Privacy Shield Principles. An EU individual who seeks access, or who seeks to correct, amend, or delete inaccurate data, should direct their query to legal@aminoapps.com. If requested to remove data, we will respond within a reasonable timeframe.
809	1	Analytics
810	1	The data we collect depends on the context of your interactions with us, the choices you make, including your privacy settings, and the products and features you use. The data we collect can include SDK/API/JS code version, browser, Internet service provider, IP address, platform, timestamp, application identifier, application version, application distribution channel, independent deice identifier, iOS ad identifier (IDFA), Android ad master identifier, network card (MAC) address, and international mobile device identification code (IMEI) The equipment model, the terminal manufacturer, the terminal device operating system version, the session start / stop time, the location of the language, the time zone and the network state (WiFi and so on), the hard disk, the CPU, and the battery use, etc.
811	0	 When we believe in good faith that disclosure is necessary to protect our rights, protect your safety or the safety of others, investigate fraud, or respond to a government request;
812	0	If you do not agree with the way we have processed your data or responded to your concerns, an alternative is to submit a complaint to a Data Protection Supervisory Authority.
813	1	By visiting and interacting with HOLLA, its App and/or its Service, you provide us with Personal Information which may include, but is not limited to, the following: Personally Identifiable Information: may include, without limitation, information provided when you register to use the App and/or the Service, including your name, profile picture, date of birth, phone number, phone book content, address, email address, occupation, employer, gender, age, birthday, Facebook account info and friend list, and/or other social network usernames and ‘likes' and preferences, friend lists and number of friends you have via social networks, messages to other users of the App and the Service, use information regarding your use of the Service, profile picture that you upload via the App or the Service, and browser information.
814	1	Legal Obligation.This covers information that is processed by us to comply with a legal obligation, for instance, is to maintain records for tax purposes.
815	0	Hosting service providers
816	0	We use advertising to fund our Services and to make our games available for free. We offer our Games for free or at low cost and in order to do that we need to share information we collect from you with our third-party advertising partners. When you use our Games, we rely on our legitimate interest to show advertisements to you. Before sharing any information with our advertising partners for the purposes of interest-based advertising, we always ask for your consent, given when you accept this Privacy Policy and our Terms of Use at loading of the Game. We allow our advertising partners to show interest-based ads to you only if you have accepted our Terms of use and this Privacy Policy and so consented to the sharing of your personal information for the purposes of interest-based advertising. Our advertising partners use different technologies for the purposes of interest-based advertising that process your personal information in different ways, so please review their data processing practices before you accept this Privacy Policy and our Terms of Use at loading of the Game.
817	1	Usage Information: We collect details of your use of our Services and the resources that you access. Such usage information may include information about how and when you access or use our Services (such as Games accessed, game score, pages visited, purchase and use of Virtual Money and/or Virtual Goods, the details of your purchases, and your game play).
818	0	1. Right to be informed: what personal data an organisation is processing and why (this notice).
819	0	"In addition we also use social media cookies. You may register for Platform membership and ""share"" Platform content through social media such as Facebook and Twitter. Sometimes we embed videos from websites like YouTube. These websites have their own privacy policies which govern their use of information, which you can find on the respective websites."
820	0	We may provide your or your child’s personal information to companies that provide services to help us with our business activities such as processing your payments, providing mapping services or offering customer service. These companies are authorized to use your and your child’s personal information only as necessary to provide these services to us;
821	0	Do Not Track (“DNT”) is a privacy preference that users can set in certain web browsers and devices. DNT is a way for users to inform websites and services that they do not want certain information about their webpage visits collected over time and across websites or online services. Please note that we do not respond to or honor DNT signals or similar mechanisms transmitted by web browsers.
822	1	When you use CXZH.LTD products and services and activate/register them, our system will generate a user ID (UID) for you at random, by which we identify the user and provide the services. We may collect your phone number and associate it with UID and/or any of our other internal tracking tools or service account, such as NQ Account to complete the billing process and provide certain service such as anti-lost remote control.
823	0	9.1.4 If you do not want CXZH.LTD to transfer Cookies into your web browser, you may change your web browser setting to refuse Cookies or notify you when any website is attempting to this transaction. This refusal shall affect your option to use certain products and/or services provided on our websites.
824	0	You may cancel your subscription to Anghami at any time via the mobile app or on Anghami’s website. The termination shall have effect at the expiry of the then-current subscription period that you have already paid for (e.g. one month, 3 months, 6 months, or a year) and you will not be refunded for any remaining portion of subscription fees you have already paid for (unless with the 14-day period and under the conditions described above).
825	0	Sharing of information sometimes involves cross-border data transfers, including transfers outside of the EEA in accordance with the law. We only transfer Personal Data to entities in third countries that have provided appropriate safeguards to ensure that their level of data protection is in agreement with this privacy policy and applicable law, for example in accordance with the rules and procedures known as the EU-US Privacy Shield, or under contractual provisions which have been deemed by the European Commission to provide sufficient safeguards for personal data.
826	0	LIKE cares about your privacy. Respecting your privacy is a fundamental policy of LIKE, and therefore, we formulate this Privacy Policy to inform you of how we collect, use and share your personal information.
827	0	3.4 Exceptions to Obtaining Prior Authorization and Consent when Sharing, Transferring and Publicly Disclosing Personal Information
828	0	The Software and Service work over the Internet. We may store and process your information in various locations throughout the world. Where you located in the EEA, as required by law, you hereby provide us with your express consent to transfer your data to where may be outside of EEA once you use the Software and/or Service. You may withdraw your consent at any time.
829	0	We use cookies and similar technologies to facilitate and customize your use of our Services. A cookie is a small data file, which we store on your computer or mobile device that can later be retrieved to identify you to us. We may use cookies and similar technologies, among other things, to:(a) allow us to recognize you and your device;(b) allow our Services to interact with a third-party social network or platform (where you have chosen to allow such interaction);(c) allow our payment processors to process your payment instructions;(d) provide you with more customized Services, for example to provide our Services in your preferred language; or(e) obtain data which will allow us to understand how people are using our Services so that we can improve them.
830	1	To collect aggregated data from your chat history. We use the data to build language models which help us improve the Service. We will only collect this data on an aggregated basis, and in a manner which does not reveal any personally identifiable information about any individual user. We will use this data to help us understand our users’ interests, analyze trends, and customize the user experience.
831	0	"You may ""opt out"" of receiving marketing or promotional emails from us by following the instructions in those emails or by emailing us at support@geozilla.com. If you opt out, we may still send you non-promotional emails, such as emails about your accounts or our ongoing business relations. To opt out of push notifications, please edit settings within the app or change your settings at the device level."
832	0	Access: You can request more information about the Personal Data we hold about you and request a copy of such Personal Data. You can also access certain of your Personal Data by accessing your profile Settings within Amino or by emailing a request to legal@aminoapps.com with the subject, “Personal Data Access,” explaining your request.
833	0	If we make material changes to how we use Personal Information collected from children under age 13, we will notify parents by email in order to obtain verifiable parental consent for the new uses of the child's Personal Information.
834	0	2.LIKE may collaborate with a third party (an affiliate or otherwise) to provide you with relevant Services. In this scenario, LIKE has the right to share your information with such third party, if such third party agrees to bear responsibility for providing privacy protection no less favorable to that of LIKE.
835	1	Information Collected by Cookies and Other Technologies. Like most online services and mobile applications, we may use cookies and other technologies, such as web beacons, web storage, and unique advertising identifiers, to collect information about your activity, browser, and device. We may also use these technologies to collect information when you interact with services we offer through one of our partners, such as commerce features. Most web browsers are set to accept cookies by default. If you prefer, you can usually remove or reject browser cookies through the settings on your browser or device. Keep in mind, though, that removing or rejecting cookies could affect the availability and functionality of our services. To learn more about how we use cookies and your choices, please check out our Cookie Statement. To learn more about how third parties use these technologies on our services, be sure to read the Analytics and Advertising Services Provided by Others section of our privacy policy.
836	0	 payment service providers who collect and process personal information to assist with settling the payments for transactions or process withdrawal requests for Sellers. The activities of payment service providers may be governed by their own privacy policies, not this Privacy Policy
837	0	Erasure: You can request that we erase some or all of your Personal Data from our systems.
838	1	・Payment Information 
839	0	As a safeguard to protect your privacy, we only store personal information temporarily. Additionally, the user can deactivate interest-based advertising in the device settings as described below. We also ensure that our external service providers are committed to a high level of data protection by concluding data protection agreements. The purpose is to improve our Games and provide the player with more relevant ads. The information collected helps us to improve our websites and Games and – at the same time – keep our Games free for a wide player base. The legal basis is the legitimate interest in accordance with the European data protection requirements under Art. 6 para. 1 lit. f GDPR, which we evaluated together with our data protection officer. In addition, a data processing agreements were concluded with external ad technology providers networks in accordance with the requirements of Art. 28 GDPR.
840	0	We respond to all requests we receive from individuals wishing to exercise their data protection rights in accordance with applicable data protection laws.
841	0	We will occasionally update this Privacy Policy as necessary to protect our users, furnish current information, and respond to legal and technical changes. The most current version of the Privacy Policy will govern our use of your information and will be available at http://number-games.com/privacypolicy.
842	0	To ensure the normal operations of the website, secure easier access for you and recommend content that may be of interest to you, we will store small data files called cookies on your computer or mobile device. Cookies often contain identifiers, site names and some numbers and characters. Cookies allow the website to store your preferences and other data.
843	0	At the same time, we will also report the disposal of personal information security incidents in accordance with the requirements of regulatory authorities.
844	0	cloud computing service providers to provide cloud storage services
845	1	" If you have questions about or need further information concerning the legal basis on which we collect and use your personal information, please contact us using the contact details provided under section H. ""HOW TO CONTACT US""  below."
846	1	Browsing history
847	0	You have the right to withdraw consent that you have given to the collection and processing of your personal data at any time. If you do withdraw your consent to the collection and processing of your personal data, that withdrawal shall not affect the lawfulness of any processing by Overmobile that is based on the consent you have given before you withdrew it.
848	1	(“Third Party Log In Information”)
849	0	You may also choose to share your mobile device’s Contacts list with us (including names, numbers, emails, Facebook ID, Apple ID, etc) and we will store it on our servers to help you better improve our service, e.g. connecting with friends on our service. If you do not want us to store this information, you may opt-out through your account settings or notify us via email. If done so, we will not be able to offer some of our features on our service.
850	0	In order to provide Services to our users all over the world, we operate globally. You hereby authorize us to transfer, store, and use your data in any country and region we operate, including Singapore, the People’s Republic of China and the European Union. Please note that data processed in a foreign country may be subject to foreign laws and accessible by foreign authorities. However, we will use commercially reasonable efforts to ensure the security of your information.
851	1	We use your information to perform our own analytics and to enable analytics provided by third parties and other essential functions. We use analytical information for supporting business analysis and operations, business intelligence, product development, improving the Services, personalizing content, providing advertising, and making recommendations. In order to learn about how your information is used by our analytics service providers, you can follow the hyperlinks in the list below to each provider’s privacy notice.
852	0	Social media services (if you interact with them through your use of the Services)
853	1	We record details of users’ activities on the Sites. Information relating to such transactions (including, but not limited to, the types and specifications of the goods, pricing and delivery information, any dispute records and any information disclosed in any discussion forum)  may be collected when transactions are conducted on or facilitated through the Sites.
854	1	Legitimate Interest:  We process the following categories of Personal Data when we believe it furthers the legitimate interest of us or third parties:First and last nameEmail address
855	0	Personalization cookies may also include social media cookies which are used to enable you to log into our Platform using your social media accounts and to share pages and content that you find interesting on our Platform through third party social networking and other websites.  These cookies may also be used for advertising purposes too.
